category_id,language_id,name,description,meta_title,meta_description,meta_keyword,custom_title
362,1,Ninja Birthday Shirts,,Ninja Birthday Shirts,Ninja Birthday Shirts,Ninja Birthday Shirts,NULL
363,1,Chalkboard Theme,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/00Birthday/Chalkboard Theme.jpg&quot; style=&quot;width: 1680px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Chalkboard Theme,Chalkboard Theme,Chalkboard Theme,NULL
364,1,Dinosaur Birthday Theme,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Dinosaur Birthday Theme.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Dinosaur Birthday Theme,Dinosaur Birthday Theme,Dinosaur Birthday Theme,NULL
366,1,Passover,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Passover&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/passover.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;",Passover,,,NULL
368,1,Teacher Appreciation,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Teacher Appreciation&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Special Events/teacher appreciation.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;",Teacher Appreciation,,,NULL
369,1,Anniversary Invitations,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Anniversary/Anniversary Invitations.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Anniversary Invitations,,,NULL
370,1,Oktoberfest,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Oktoberfest&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-weight: 700; caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/oktoberfest.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;",Octoberfest,Octoberfest,Octoberfest,NULL
371,1,Diwali,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Diwali&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/diwali.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Diwali,Diwali,Diwali,NULL
372,1,Rosh Hashanah,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Rosh Hashanah&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Holiday/ROSH HASHANAH.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Rosh Hashanah,Rosh Hashanah,Rosh Hashanah,NULL
373,1,Happy Sukkot,"&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Happy Sukkot&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;margin-bottom: 20px; font-size: 36px; font-family: &amp;quot;IBM Plex Sans&amp;quot;; font-weight: 700; color: rgb(51, 51, 51); caret-color: rgb(51, 51, 51); text-align: -webkit-center;&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/happy sukkot.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;",Happy Sukkot,Happy Sukkot,Happy Sukkot,NULL
374,1,Home Decor,,Home Decor,Home Decor,Home Decor,NULL
375,1,Real Estate,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;p style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/AAA/Real Estate-banner.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;b&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;span style=&quot;color: rgb(84, 84, 84); font-family: Roboto, arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/div&gt;",Real Estate,Real Estate,Real Estate,NULL
376,1,Key Cut Out Photo Prop,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/Key Cut Out Photo Prop.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;p style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/p&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Key Cut Out Photo Prop,Key Cut Out Photo Prop,Key Cut Out Photo Prop,NULL
377,1,Photobooth Frame,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/Photobooth Frame.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Photobooth Frame,Photobooth Frame,Photobooth Frame,NULL
378,1,House Cut Out Photo Prop,"&lt;center&gt;&lt;h1 style=&quot;box-sizing: border-box; font-size: 33px; margin: 0px 0px 9px; font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; font-weight: 500; line-height: 1.1; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot; style=&quot;box-sizing: border-box;&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;box-sizing: border-box; font-size: 33px; margin: 0px 0px 9px; font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; font-weight: 500; line-height: 1.1; color: rgb(0, 0, 0);&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;box-sizing: border-box; font-size: 33px; margin: 0px 0px 9px; font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; font-weight: 500; line-height: 1.1; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/House Cut Out Photo Prop.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;box-sizing: border-box; font-size: 33px; margin: 0px 0px 9px; font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; font-weight: 500; line-height: 1.1; color: rgb(0, 0, 0);&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;div style=&quot;font-size: 13px;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;font-size: 13px;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;&lt;/h1&gt;&lt;/center&gt;",House Cut Out Photo Prop,House Cut Out Photo Prop,House Cut Out Photo Prop,NULL
379,1,Banners and Signs,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/banners and sings.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Banners and Signs,Banners and Signs,Banners and Signs,NULL
380,1,Monogram,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/Monogram.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;p style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/p&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Monogram,Monogram,Monogram,NULL
382,1,Invitation,"&lt;center&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Real Estate&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Real Estate/Invitation.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;p style=&quot;font-family: &amp;quot;Open Sans&amp;quot;, sans-serif; color: rgb(0, 0, 0);&quot;&gt;&lt;em style=&quot;color: rgb(255, 156, 0); font-weight: 700; font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Home...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;br&gt;&lt;/p&gt;&lt;/center&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#545454&quot; face=&quot;Roboto, arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;A great way to create fun marketing pics for new homeowners, renters, buyers, and sellers.&amp;nbsp; These keys and signs are focused on the Real Estate industry as tools for home or apartment marketing and sales! All can be personalized custom signs or photo props where you can add your name, hashtag or anything that can help earn trust and confidence in the buying and selling process.&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;font color=&quot;#4b494c&quot; style=&quot;font-family: arial, helvetica, sans-serif; font-size: small; text-align: start;&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-family: arial, helvetica, sans-serif; text-align: start; font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Invitation,Invitation,Invitation,NULL
